strains,AMP,AUG,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,KAN,NAL,STR,TET,TIO
SRR1982235,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,1
SRR3131242,2,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1553799,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1980739,1,2,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR3509868,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR3224094,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,0.5
SRR2567099,1,1,0.25,4,4,0.015,0.12,32,1,0.25,8,2,64,32,0.5
SRR3330378,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,2,#N/A,4,0.5
SRR3664763,1,1,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,4,1
SRR1946953,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3045969,32,32,16,#N/A,32,0.01,0.12,256,32,16,#N/A,4,64,32,8
SRR3098640,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,2,#N/A,4,0.5
SRR1823708,1,1,0.25,#N/A,4,0.01,0.12,128,2,0.5,#N/A,2,64,32,0.5
SRR3665104,32,32,8,4,4,0.015,0.12,256,16,0.5,8,4,#N/A,32,8
SRR3184162,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,4,#N/A,4,1
SRR2188129,1,1,0.25,4,8,0.03,0.125,64,4,0.5,#N/A,4,4,4,1
SRR2918187,32,16,0.25,#N/A,4,0.01,0.25,256,2,16,#N/A,2,64,32,1
SRR2567197,1,1,0.25,4,8,0.015,0.12,16,4,0.5,8,2,#N/A,4,1
SRR2407655,32,32,32,8,32,0.03,0.12,256,32,16,#N/A,4,64,32,8
SRR3665215,32,8,0.25,4,8,0.015,0.12,32,2,16,8,2,64,32,1
SRR2407716,32,16,0.25,4,4,0.03,0.12,32,4,16,#N/A,2,64,32,1
SRR1334785,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,0.5
SRR3000030,1,1,0.25,4,8,0.015,0.125,16,2,0.5,#N/A,4,64,32,1
SRR1980731,1,1,0.25,#N/A,8,0.01,0.12,64,4,1,#N/A,4,#N/A,4,1
SRR3932959,2,1,0.25,4,4,0.03,0.12,32,2,0.25,#N/A,4,4,4,1
SRR1823688,32,8,0.25,#N/A,8,0.01,0.12,64,4,16,#N/A,4,64,32,1
SRR2993936,32,32,32,#N/A,8,0.01,0.25,32,32,0.5,#N/A,4,#N/A,32,8
SRR3295523,1,1,0.25,8,8,0.03,0.12,16,4,0.5,#N/A,4,4,4,1
SRR1812835,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,4,#N/A,32,1
SRR3664650,32,32,16,4,4,0.015,0.12,256,32,16,64,4,64,32,8
SRR3664873,1,1,0.25,4,4,0.015,0.12,16,2,0.25,8,2,64,32,1
SRR2962884,1,1,0.25,4,8,0.015,0.125,64,4,0.5,#N/A,4,8,32,1
SRR3933023,1,1,0.25,4,8,0.015,0.12,256,4,0.5,#N/A,4,64,32,1
SRR2566893,1,1,0.25,2,4,0.015,0.12,16,2,2,8,4,#N/A,4,1
SRR3199884,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,1
SRR3295714,1,1,0.25,4,8,0.015,0.25,256,4,0.5,#N/A,4,64,32,1
SRR3052028,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR1521559,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,0.5
SRR2999651,32,32,32,#N/A,8,0.01,0.12,256,32,0.5,#N/A,4,#N/A,32,8
SRR1849406,1,1,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,32,1
SRR2532784,1,1,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,#N/A,4,1
SRR3664952,32,8,0.25,2,4,0.015,0.12,256,2,16,8,2,64,32,0.5
SRR3932924,1,1,0.25,4,8,0.015,0.12,256,4,16,#N/A,4,32,32,1
SRR3045984,1,1,0.25,#N/A,4,0.01,0.12,32,1,0.25,#N/A,2,#N/A,4,0.5
SRR3418293,1,1,0.25,#N/A,8,0.01,0.12,64,4,2,#N/A,4,64,32,1
SRR2407693,32,32,16,4,4,0.015,0.12,32,32,0.5,#N/A,2,64,32,8
SRR3111267,1,1,0.25,#N/A,4,0.01,0.12,16,2,0.5,#N/A,2,#N/A,4,0.5
SRR2973731,2,1,0.25,8,8,0.015,0.125,64,8,0.5,#N/A,4,8,32,1
SRR3295537,1,1,0.25,2,4,0.015,0.12,32,2,0.5,#N/A,4,16,4,0.5
SRR3085520,1,1,0.25,2,4,0.015,0.125,32,4,0.25,#N/A,2,8,32,1
SRR3214124,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3242342,32,16,0.25,#N/A,4,0.03,0.12,32,2,0.5,#N/A,4,64,32,1
SRR1544182,32,16,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,4,1
SRR1203014,32,32,16,#N/A,8,0.01,0.12,#N/A,16,0.5,#N/A,8,#N/A,4,8
SRR3210575,32,16,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR2973700,1,1,0.25,2,4,0.015,0.125,32,2,1,#N/A,2,32,4,0.5
SRR4280577,1,1,0.25,4,4,0.015,0.12,64,2,0.5,#N/A,2,16,4,0.5
SRR3271891,32,32,32,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3110327,32,8,0.25,#N/A,4,0.01,0.12,64,1,0.5,#N/A,4,#N/A,32,1
SRR1299373,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR1813445,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,32,1
SRR1914403,1,1,0.25,#N/A,8,0.01,0.12,256,1,16,#N/A,4,64,32,0.5
SRR3180034,1,1,0.25,4,8,0.015,0.125,16,8,0.5,#N/A,2,16,32,0.5
SRR3665237,32,8,0.25,2,4,0.015,0.12,16,2,0.5,8,2,64,4,1
SRR2227438,32,4,0.25,4,8,0.03,0.125,256,2,0.5,#N/A,4,64,32,0.5
SRR2407643,1,2,0.25,4,8,0.015,0.12,64,2,0.5,#N/A,2,4,4,1
SRR1752719,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.25,#N/A,2,#N/A,4,0.5
SRR1752881,32,8,0.25,#N/A,8,0.03,0.12,#N/A,4,16,#N/A,4,64,4,1
SRR2566904,1,1,0.25,4,4,0.03,0.12,256,2,0.25,8,4,#N/A,32,1
SRR1923644,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR2532718,32,32,16,#N/A,8,0.01,0.12,64,32,0.5,#N/A,4,64,32,8
SRR3295590,1,1,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,2,64,32,0.5
SRR3664791,1,1,0.25,1,2,0.015,0.12,32,2,0.5,8,2,64,4,0.5
SRR2567037,1,1,0.25,4,8,0.015,0.12,256,8,0.5,8,4,64,32,1
SRR3098655,32,8,0.25,#N/A,8,0.01,0.12,256,2,8,#N/A,4,#N/A,32,1
SRR2566981,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR3091329,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,2,64,32,0.5
SRR1544145,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,0.5
SRR3295810,32,32,16,4,8,0.015,0.125,64,32,1,#N/A,2,64,32,8
SRR2533461,1,1,0.25,#N/A,8,0.01,0.25,256,2,0.25,#N/A,4,#N/A,32,0.5
SRR2566945,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,2,#N/A,4,1
SRR1982179,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,1
SRR3509862,32,16,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,4,1
SRR1177265,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR3115186,32,32,32,#N/A,4,0.01,0.12,256,32,0.5,#N/A,4,#N/A,32,8
SRR3210571,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1951870,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3188261,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR3271897,32,32,16,#N/A,8,0.03,0.12,32,32,0.5,#N/A,4,#N/A,4,8
SRR1177369,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,8,64,32,0.5
SRR1583154,32,32,16,#N/A,4,0.01,0.12,64,32,0.25,#N/A,2,64,32,8
SRR2567108,2,1,0.25,4,4,0.03,0.12,32,2,0.25,8,4,#N/A,4,1
SRR3098661,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR2228225,1,1,0.25,4,8,0.03,0.125,32,4,1,#N/A,4,8,4,1
SRR2989209,2,1,0.25,8,8,0.015,0.125,64,4,0.25,#N/A,4,8,32,1
SRR3664775,32,32,8,4,8,0.03,0.12,256,16,0.5,8,4,#N/A,32,8
SRR2567168,32,32,8,4,4,0.015,0.12,256,32,0.25,8,2,#N/A,32,8
SRR1908925,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3096030,1,1,0.25,#N/A,8,0.03,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR2533328,32,8,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,#N/A,4,1
SRR1534903,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR3932944,1,1,0.25,2,4,0.015,0.12,32,2,1,#N/A,4,64,32,1
SRR3098662,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.5,#N/A,4,#N/A,32,1
SRR3031868,1,1,0.25,8,8,0.015,0.125,32,2,0.5,#N/A,2,64,32,0.5
SRR3664633,32,8,0.25,4,8,0.015,0.12,32,4,16,8,4,64,32,1
SRR2920120,1,1,0.25,4,8,0.015,0.125,64,4,0.25,#N/A,2,8,4,1
SRR3295550,2,1,0.25,4,8,0.015,0.12,32,2,0.5,#N/A,4,8,4,0.5
SRR3096703,32,16,0.25,#N/A,4,0.03,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3173541,32,8,0.25,#N/A,8,0.01,0.12,64,8,0.5,#N/A,4,#N/A,32,2
SRR3052020,32,16,0.25,#N/A,32,0.01,0.12,256,4,0.25,#N/A,2,64,32,1
SRR2981103,1,1,0.25,4,8,0.015,0.125,32,4,0.25,#N/A,4,8,4,1
SRR2567206,1,1,0.25,4,4,0.015,0.12,32,2,1,8,2,64,32,0.5
SRR3932881,1,1,0.25,2,4,0.015,0.12,256,2,0.25,#N/A,4,4,32,0.5
SRR1195644,32,16,0.25,#N/A,32,0.01,0.25,#N/A,2,0.25,#N/A,4,64,32,0.5
SRR3664999,32,8,0.25,4,4,0.015,0.12,32,2,16,8,4,64,32,1
SRR3184183,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,64,32,1
SRR3289813,32,16,0.25,#N/A,4,0.01,0.12,256,2,1,#N/A,4,64,32,1
SRR2910991,1,1,0.25,#N/A,8,0.01,0.12,16,2,0.5,#N/A,4,#N/A,4,1
SRR2973707,1,1,0.25,2,4,0.015,4,256,1,0.5,#N/A,2,8,4,0.5
SRR4280615,1,2,0.25,2,8,0.015,0.12,256,4,0.25,#N/A,4,8,32,1
SRR3932967,1,1,0.25,4,8,0.015,0.12,32,4,0.5,#N/A,4,64,32,1
SRR1553886,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,16,#N/A,8,64,4,1
SRR3110325,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1609688,1,1,0.25,#N/A,8,0.01,0.12,256,1,16,#N/A,4,64,4,0.5
SRR2566983,1,1,0.25,4,8,0.03,0.12,256,2,0.5,8,4,#N/A,32,1
SRR3115381,1,1,0.25,2,4,0.015,0.125,32,4,0.25,#N/A,4,4,32,1
SRR2002480,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR2566952,32,32,8,2,4,0.015,0.25,256,16,0.25,64,2,#N/A,32,8
SRR2533583,32,32,16,#N/A,8,0.03,0.12,#N/A,16,0.5,#N/A,8,64,4,8
SRR4280591,1,1,0.25,4,4,0.015,0.12,256,2,0.25,#N/A,4,4,32,1
SRR3664932,32,32,16,4,4,0.015,0.12,256,32,16,8,2,64,32,8
SRR1299393,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,8,#N/A,32,0.5
SRR3665241,32,16,0.25,2,4,0.015,0.12,16,2,0.5,8,2,64,4,1
SRR1521576,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3295602,2,1,0.25,4,8,0.03,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3295666,32,8,0.25,4,8,0.03,0.125,256,2,0.5,#N/A,4,64,32,1
SRR2407768,32,32,8,2,4,0.015,0.12,256,32,0.25,#N/A,4,4,32,8
SRR1619528,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2670706,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.5,#N/A,4,#N/A,32,1
SRR1185810,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,64,32,1
SRR2567036,1,1,0.25,2,4,0.015,0.12,256,4,16,8,4,#N/A,32,1
SRR2989563,32,32,32,2,8,0.015,0.25,256,32,1,#N/A,4,64,32,8
SRR3031824,1,1,0.25,4,8,0.015,0.25,256,2,0.5,#N/A,4,64,32,1
SRR1521569,1,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,4,0.5
SRR2533482,4,2,0.25,#N/A,16,0.06,0.12,64,16,0.25,#N/A,8,#N/A,4,2
SRR1619594,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR1637079,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR1528525,1,1,0.25,#N/A,8,0.03,0.12,32,2,0.25,#N/A,4,#N/A,32,0.5
SRR3056917,1,1,0.25,4,8,0.015,0.125,128,4,1,#N/A,2,32,4,1
SRR2533446,32,16,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR2407640,1,1,0.25,2,2,0.015,0.12,32,1,0.25,#N/A,4,32,32,0.5
SRR3330384,1,1,0.25,#N/A,4,0.01,0.12,256,4,0.25,#N/A,2,#N/A,32,0.5
SRR1583085,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3664976,32,32,16,4,8,0.015,0.12,256,32,0.25,8,4,64,32,8
SRR3219140,32,32,16,#N/A,8,0.01,0.12,32,32,0.5,#N/A,4,#N/A,4,8
SRR4280637,1,1,0.25,2,8,0.015,0.12,16,2,0.5,#N/A,2,8,4,1
SRR3665024,1,1,0.25,4,4,0.015,0.12,64,4,0.5,8,2,64,32,1
SRR1220705,32,32,8,#N/A,4,0.01,0.12,#N/A,16,0.5,#N/A,4,64,32,8
SRR3664896,32,32,8,4,8,0.015,0.12,256,16,0.5,8,2,#N/A,32,8
SRR3000047,2,1,0.25,4,4,0.015,0.125,32,2,0.5,#N/A,4,64,4,1
SRR3295793,1,1,0.25,2,4,0.015,0.125,32,2,0.5,#N/A,4,64,4,0.5
SRR3663788,32,32,16,#N/A,4,0.01,0.12,64,32,0.5,#N/A,2,64,32,8
SRR2670696,32,16,0.25,#N/A,8,0.01,0.25,32,4,16,#N/A,4,#N/A,32,1
SRR2583949,1,1,0.25,#N/A,8,0.01,0.12,256,1,16,#N/A,4,64,32,1
SRR3664834,32,32,8,4,8,0.015,0.12,256,32,0.5,64,4,#N/A,32,8
SRR3295742,2,2,0.25,2,8,0.015,0.25,256,8,0.5,#N/A,4,64,32,1
SRR3740186,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR1783217,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,64,32,0.5
SRR1299278,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,64,32,0.5
SRR1783194,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,1
SRR1822308,1,1,0.25,#N/A,16,0.01,0.12,64,8,0.25,#N/A,4,#N/A,4,1
SRR1198961,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3116154,1,1,0.25,#N/A,4,0.01,0.12,32,4,0.5,#N/A,4,#N/A,32,1
SRR2533586,32,32,32,#N/A,8,0.01,0.12,#N/A,16,0.5,#N/A,4,#N/A,4,8
SRR3932911,1,1,0.25,8,8,0.03,0.12,16,2,0.5,#N/A,4,8,4,0.5
SRR2033914,1,1,0.25,#N/A,8,0.01,0.25,256,2,16,#N/A,2,#N/A,4,1
SRR1980737,1,1,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR2962393,32,8,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2407730,1,1,0.25,4,8,0.015,0.12,16,2,0.5,#N/A,2,16,4,1
SRR2939127,1,1,0.25,#N/A,8,0.01,0.12,256,2,1,#N/A,4,#N/A,32,1
SRR3116161,32,32,8,#N/A,8,0.01,0.12,256,16,0.25,#N/A,2,64,32,8
SRR2407615,1,1,0.25,4,8,0.015,0.12,256,8,0.5,#N/A,2,64,32,1
SRR3664663,1,1,0.25,4,4,0.015,0.12,32,2,0.5,8,4,#N/A,4,1
SRR3146578,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3116196,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR3185046,32,32,16,#N/A,4,0.01,0.12,256,32,16,#N/A,4,#N/A,32,8
SRR4280638,2,2,0.25,2,8,0.03,0.12,32,2,0.25,#N/A,4,2,4,1
SRR2407770,32,16,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3147932,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,64,32,1
SRR3295724,1,1,0.25,2,8,0.015,0.25,256,2,1,#N/A,4,64,4,1
SRR3664818,1,1,0.25,4,4,0.015,0.12,256,2,0.25,8,4,#N/A,32,1
SRR3242343,1,2,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR2407581,1,1,0.25,4,4,0.015,0.12,256,4,0.25,#N/A,2,8,32,1
SRR1664275,1,1,0.25,#N/A,4,0.01,0.12,16,2,0.25,#N/A,4,#N/A,4,0.5
SRR2829172,1,1,0.25,4,8,0.03,0.125,32,4,0.25,#N/A,4,4,4,1
SRR1544414,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR2566961,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,32,0.5
SRR1783201,32,8,0.25,#N/A,8,0.03,0.12,32,2,0.5,#N/A,4,#N/A,32,0.5
SRR3219184,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3294533,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,2,64,32,1
SRR3663786,1,1,0.25,#N/A,8,0.25,0.12,256,2,16,#N/A,32,64,4,1
SRR1812852,1,2,0.25,#N/A,8,0.03,0.12,32,4,0.5,#N/A,4,#N/A,4,1
SRR3330218,32,32,16,#N/A,4,0.01,0.12,32,32,0.5,#N/A,4,64,4,8
SRR1544152,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,0.5
SRR2407614,1,1,0.25,8,8,0.03,0.12,32,2,0.5,#N/A,4,8,4,1
SRR3199876,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,1
SRR1556946,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,64,32,0.5
SRR1951865,1,1,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3214099,32,32,32,#N/A,4,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3418338,32,8,0.25,#N/A,8,0.03,0.12,256,2,16,#N/A,4,64,32,1
SRR2567205,32,16,0.25,4,8,0.015,0.12,256,4,16,64,4,64,4,1
SRR3664887,1,1,0.25,4,8,0.015,0.12,64,2,0.5,8,2,#N/A,4,0.5
SRR1947002,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2407605,1,1,0.25,4,8,0.015,0.12,256,4,0.25,#N/A,4,8,32,1
SRR3115183,1,1,0.25,#N/A,8,0.01,0.12,256,4,0.25,#N/A,4,#N/A,32,0.5
SRR3056901,1,1,0.25,2,4,0.015,0.125,32,2,1,#N/A,4,64,4,0.5
SRR2599654,1,1,0.25,#N/A,4,0.01,0.12,16,2,0.5,#N/A,4,#N/A,4,1
SRR3223089,32,16,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR1528479,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR3665259,32,8,0.25,4,8,0.015,0.12,32,2,0.5,8,4,#N/A,32,1
SRR3148341,32,8,0.25,2,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR1646522,1,1,0.25,#N/A,8,0.03,0.12,64,1,0.5,#N/A,4,#N/A,4,0.5
SRR3330248,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR1528508,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR3045974,32,32,8,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR3210650,2,1,0.25,#N/A,8,0.03,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR2567018,1,1,0.25,4,4,0.015,0.12,64,2,0.5,8,4,#N/A,4,1
SRR3509886,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR1947000,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,64,32,1
SRR2078196,1,1,0.25,#N/A,4,0.01,0.12,32,2,1,#N/A,2,#N/A,4,1
SRR2407630,1,1,0.25,4,8,0.03,0.12,64,2,1,#N/A,4,16,4,1
SRR3932935,1,1,0.25,4,4,0.015,0.12,256,4,0.25,#N/A,2,4,32,1
SRR2993933,1,1,0.25,#N/A,8,0.01,0.25,16,8,0.5,#N/A,4,#N/A,4,1
SRR3547959,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,1
SRR3295883,1,1,0.25,4,8,0.015,0.125,64,4,1,#N/A,4,16,32,1
SRR2015791,1,1,0.25,#N/A,8,0.25,0.12,256,4,16,#N/A,32,#N/A,4,1
SRR3330383,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR2566964,1,1,0.25,4,8,0.015,0.12,32,4,0.5,8,4,#N/A,4,1
SRR3509863,2,1,0.25,#N/A,8,0.01,0.25,256,4,0.5,#N/A,4,64,32,1
SRR3932980,1,1,0.25,4,8,0.015,0.12,256,4,16,#N/A,2,64,4,1
SRR3295887,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,4,16,32,1
SRR3199871,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR1573572,2,1,0.25,#N/A,8,0.01,0.12,16,2,0.5,#N/A,4,#N/A,4,1
SRR4280589,1,1,0.25,2,4,0.015,0.12,64,4,0.5,#N/A,2,64,4,1
SRR3295762,1,1,0.25,2,8,0.015,0.125,32,2,0.5,#N/A,4,2,32,1
SRR3295718,1,1,0.25,4,8,0.015,0.125,64,8,0.5,#N/A,4,8,32,1
SRR1195659,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,4,0.5
SRR3665204,2,1,0.25,4,8,0.015,0.12,32,2,0.5,8,2,64,32,1
SRR3664843,1,1,0.25,4,4,0.015,0.12,32,4,1,8,4,#N/A,4,1
SRR2533344,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,4,2
SRR2962886,1,1,0.25,4,8,0.015,0.125,32,2,1,#N/A,4,8,4,0.5
SRR2143501,1,1,0.25,#N/A,8,0.01,0.25,256,2,16,#N/A,2,#N/A,4,0.5
SRR1973648,1,1,0.25,#N/A,16,0.01,0.12,64,8,1,#N/A,4,#N/A,4,1
SRR2533544,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,2,64,4,1
SRR1363342,32,32,16,#N/A,4,0.01,0.12,64,32,0.5,#N/A,2,64,32,8
SRR2567084,1,2,0.25,4,8,0.015,0.12,256,4,16,8,2,64,32,1
SRR1363328,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR2567107,32,32,8,4,8,0.015,0.12,256,32,0.25,8,4,#N/A,32,8
SRR3306204,32,32,16,#N/A,8,0.01,0.12,32,32,0.5,#N/A,4,#N/A,4,8
SRR1185828,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.25,#N/A,4,#N/A,4,1
SRR2082949,1,1,0.25,#N/A,4,0.03,0.12,32,2,0.25,#N/A,4,64,32,1
SRR3665105,32,32,16,4,8,0.015,0.12,256,32,0.25,64,2,#N/A,32,8
SRR3110299,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,2,#N/A,32,1
SRR2567080,32,8,0.25,4,8,0.03,0.12,256,2,0.5,8,4,64,32,1
SRR3098649,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,32,1
SRR1575954,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR3295607,1,1,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,4,64,4,1
SRR1801544,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2407687,32,16,0.25,4,4,0.03,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3173555,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3000036,1,1,0.25,4,8,0.015,0.125,32,2,0.5,#N/A,4,64,32,0.5
SRR2407760,1,1,0.25,4,8,0.015,0.12,16,2,0.5,#N/A,2,64,32,1
SRR2566939,32,8,0.25,4,4,0.015,0.12,64,2,16,8,4,64,32,1
SRR2407603,1,1,0.25,4,4,0.03,0.12,256,2,0.25,#N/A,4,8,32,1
SRR2670716,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR3664772,32,32,8,4,8,0.015,0.12,256,16,16,8,4,64,32,8
