strains,AMP,AUG,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,KAN,NAL,STR,TET,TIO
SRR2064125,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR2533383,32,16,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR3295566,2,1,0.25,4,8,0.03,0.12,32,4,0.5,#N/A,4,4,4,1
SRR3242347,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR1363287,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,0.5
SRR1951867,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR3547958,1,1,0.25,#N/A,4,0.03,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR1300553,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,32,1
SRR3330382,32,8,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,#N/A,32,1
SRR1544283,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,32,0.5
SRR3664827,1,1,0.25,4,4,0.015,0.12,32,2,0.5,8,2,64,32,0.5
SRR3173553,1,1,0.25,#N/A,8,0.01,0.12,64,2,1,#N/A,4,#N/A,4,1
SRR3295755,2,2,0.25,4,16,0.015,0.125,64,8,0.5,#N/A,4,8,32,2
SRR3227049,1,1,0.25,#N/A,8,0.01,0.12,64,4,1,#N/A,4,#N/A,4,1
SRR1292319,32,32,16,#N/A,8,0.01,0.12,64,32,0.5,#N/A,4,64,32,8
SRR3210556,32,32,16,#N/A,32,0.01,0.12,256,32,16,#N/A,2,64,32,8
SRR3664781,32,32,16,4,8,0.015,0.12,256,32,0.5,8,4,#N/A,32,8
SRR3110328,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR3271893,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR3664683,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,2,64,32,0.5
SRR3295923,1,1,0.25,4,4,0.015,0.125,16,2,0.5,#N/A,4,64,32,1
SRR3295647,1,1,0.25,16,8,0.015,0.125,32,8,0.5,#N/A,2,16,32,1
SRR3665246,1,1,0.25,4,4,0.015,0.12,256,4,0.5,8,4,#N/A,32,1
SRR3214113,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,2
SRR1583153,1,1,0.25,#N/A,4,0.12,0.12,64,1,0.5,#N/A,32,#N/A,32,0.5
SRR4280570,32,16,0.25,4,8,0.03,0.12,256,4,16,#N/A,4,64,4,2
SRR3295885,32,32,32,2,8,0.015,0.125,32,32,0.5,#N/A,4,64,4,8
SRR2566900,1,1,0.25,2,2,0.015,0.12,16,4,0.5,8,1,#N/A,4,1
SRR3110469,1,1,0.25,#N/A,8,0.01,0.12,16,2,0.25,#N/A,4,#N/A,4,0.5
SRR3295850,1,1,0.25,4,8,0.25,0.125,64,4,1,#N/A,32,8,32,1
SRR1664261,32,32,32,#N/A,2,0.01,0.12,64,32,0.5,#N/A,2,64,32,8
SRR2918184,32,16,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3295771,32,32,32,2,32,0.015,0.25,256,32,1,#N/A,4,64,32,8
SRR1791289,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.25,#N/A,2,#N/A,4,0.5
